Sample,Rjct,Data File,Acq. Date-Time,Type,Level,Solution Label,Total Dil.,Vial Number,7  Li  [ No Gas ] ,7  Li  [ He ] ,9  Be  [ No Gas ] ,9  Be  [ He ] ,45  Sc  [ No Gas ] ,45  Sc  [ He ] ,51  V  [ No Gas ] ,51  V  [ He ] ,52  Cr  [ No Gas ] ,52  Cr  [ He ] ,59  Co  [ No Gas ] ,59  Co  [ He ] ,60  Ni  [ No Gas ] ,60  Ni  [ He ] ,63  Cu  [ No Gas ] ,63  Cu  [ He ] ,66  Zn  [ No Gas ] ,66  Zn  [ He ] ,71  Ga  [ No Gas ] ,71  Ga  [ He ] ,85  Rb  [ No Gas ] ,85  Rb  [ He ] ,88  Sr  [ No Gas ] ,88  Sr  [ He ] ,89  Y  [ No Gas ] ,89  Y  [ He ] ,90  Zr  [ No Gas ] ,90  Zr  [ He ] ,95  Mo  [ No Gas ] ,95  Mo  [ He ] ,107  Ag  [ No Gas ] ,107  Ag  [ He ] ,111  Cd  [ No Gas ] ,111  Cd  [ He ] ,118  Sn  [ No Gas ] ,118  Sn  [ He ] ,121  Sb  [ No Gas ] ,121  Sb  [ He ] ,133  Cs  [ No Gas ] ,133  Cs  [ He ] ,137  Ba  [ No Gas ] ,137  Ba  [ He ] ,138  Ba  [ He ] ,139  La  [ No Gas ] ,139  La  [ He ] ,140  Ce  [ No Gas ] ,140  Ce  [ He ] ,141  Pr  [ No Gas ] ,141  Pr  [ He ] ,146  Nd  [ No Gas ] ,146  Nd  [ He ] ,147  Sm  [ No Gas ] ,147  Sm  [ He ] ,153  Eu  [ No Gas ] ,153  Eu  [ He ] ,157  Gd  [ No Gas ] ,157  Gd  [ He ] ,159  Tb  [ No Gas ] ,159  Tb  [ He ] ,163  Dy  [ No Gas ] ,163  Dy  [ He ] ,165  Ho  [ No Gas ] ,165  Ho  [ He ] ,166  Er  [ No Gas ] ,166  Er  [ He ] ,169  Tm  [ No Gas ] ,169  Tm  [ He ] ,172  Yb  [ No Gas ] ,172  Yb  [ He ] ,175  Lu  [ No Gas ] ,175  Lu  [ He ] ,178  Hf  [ No Gas ] ,178  Hf  [ He ] ,181  Ta  [ No Gas ] ,181  Ta  [ He ] ,205  Tl  [ No Gas ] ,205  Tl  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ No Gas ] ,208  Pb  [ He ] ,209  Bi  [ No Gas ] ,209  Bi  [ He ] ,232  Th  [ No Gas ] ,232  Th  [ He ] ,238  U  [ No Gas ] ,238  U  [ He ] ,103  Rh ( ISTD )  [ No Gas ] ,,103  Rh ( ISTD )  [ He ] ,
90  Zr  [ He ] :  CPS RSD value = 5.50 is over the allowed maximum = 5.00121  Sb  [ No Gas ] :  CPS RSD value = 5.36 is over the allowed maximum = 5.00159  Tb  [ No Gas ] :  CPS RSD value = 5.70 is over the allowed maximum = 5.00175  Lu  [ No Gas ] :  CPS RSD value = 6.20 is over the allowed maximum = 5.00,FALSE,341SMPL.d,15-05-2025 10:47,Sample,,MCS 840,3787.2637,2402,19226.124,18459.821,2191.432,2412.381,5043.66,5465.673,33267.662,33943.89,22889.379,22409.788,4071.866,3942.19,7076.659,7030.974,9343.667,9228.513,21877.33,17632.532,13883.998,17993.488,186977.853,150768.893,71699.354,54116.874,24918.643,24330.66,3928.373,4051.419,374.834,371.391,<0.000,<0.000,<0.000,<0.000,4570.331,4196.025,80.561,40.235,7361.236,6900.142,372408.731,351605.708,336320.748,89228.382,75774.625,193400.462,148845.442,18831.957,17806.758,71644.849,65957.944,14476.449,13909.994,1106.503,992.245,13602.437,11856.769,1570.338,1381.782,7956.092,7227.865,1079.096,1048.254,2769.385,2594.66,298.108,296.325,2084.245,2056.341,230.967,234.237,141.883,127.506,908.284,896.063,755.501,715.943,31896.941,27504.324,30262.757,29583.258,325.598,302.798,51322.713,49068.839,6603.879,6795.401,,,,
137  Ba  [ No Gas ] :  Concentration value = 143.16 is over the calibration range137  Ba  [ He ] :  Concentration value = 115.02 is over the calibration range138  Ba  [ He ] :  Concentration value = 108.81 is over the calibration range166  Er  [ He ] :  CPS RSD value = 6.41 is over the allowed maximum = 5.00172  Yb  [ He ] :  CPS RSD value = 6.35 is over the allowed maximum = 5.00,FALSE,342SMPL.d,15-05-2025 10:51,Sample,,MCS 841,3956.6378,2403,18113.856,21014.579,1398.02,1095.768,7397.974,7719.799,63916.11,54824.898,45807.398,43306.538,7272.988,7076.424,15480.31,15117.071,14083.341,13812.892,33435.66,26013.32,14590.485,16728.794,130627.651,100692.582,44380.227,33087.302,18503.435,17470.454,7067.477,7004.365,201.099,187.11,<0.000,<0.000,<0.000,<0.000,3816.987,3689.426,114.503,45.111,6175.782,5955.55,566440.666,455087.618,430521.222,64297.538,54279.628,133507.118,104950.578,12391.149,12200.296,48899.96,46013.751,8909.646,9093.175,1396.289,1239.464,8408.118,7526.86,957.031,848.048,5065.093,4777.1,764.647,723.023,2165.895,2077.96,236.355,215.377,1835.545,1834.604,219.787,187.652,248.361,231.106,1044.082,1002.232,546.208,497.688,21975.108,20212.612,21229.569,20848.299,204.62,179.552,26024.853,26105.238,3741.741,3757.459,,,,
137  Ba  [ No Gas ] :  Concentration value = 146.45 is over the calibration range137  Ba  [ He ] :  Concentration value = 118.18 is over the calibration range138  Ba  [ He ] :  Concentration value = 113.37 is over the calibration range166  Er  [ No Gas ] :  CPS RSD value = 6.01 is over the allowed maximum = 5.00169  Tm  [ No Gas ] :  CPS RSD value = 6.14 is over the allowed maximum = 5.00175  Lu  [ No Gas ] :  CPS RSD value = 5.24 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 5.20 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ He ] :  CPS RSD value = 13.63 is over the allowed maximum = 5.00,FALSE,343SMPL.d,15-05-2025 10:55,Sample,,MCS 842,3801.6936,2404,38478.761,40768.887,6708.26,7791.391,5750.971,6054.96,38499.008,39766.563,27700.376,26397.312,4967.735,4875.842,10515.828,10406.497,9748.33,9389.755,26162.355,20447.791,17718.386,20348.097,225528.12,172373.214,79195.145,60285.485,23888.93,22574.404,8566.684,8541.563,101.866,81.618,18.394,<0.000,7.382,<0.000,6324.259,6089.797,18.001,<0.000,13915.75,13371.73,556750.829,449273.069,431003.049,72235.751,62328.961,155560.626,125503.009,15635.098,14952.657,55924.686,56461.426,11943.419,11526.828,1115.756,1079.897,11557.908,9989.962,1391.61,1322.452,7200.943,6645.231,1039.904,1054.013,2611.604,2468.884,279.149,269.424,1842.869,1807.115,203.245,181.863,310.194,295.284,1687.253,1612.341,1084.381,1051.501,42946.68,39012.444,39791.115,39916.768,918.597,906.221,53562.005,51304.563,7405.658,7923.494,,,,
90  Zr  [ No Gas ] :  CPS RSD value = 8.43 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 357.45 is over the calibration range137  Ba  [ He ] :  Concentration value = 284.66 is over the calibration range138  Ba  [ He ] :  Concentration value = 313.27 is over the calibration range140  Ce  [ No Gas ] :  CPS RSD value = 9.61 is over the allowed maximum = 5.00,FALSE,344_QC2.d,15-05-2025 10:59,QC2,,SJS-Std,3650.7995,4103,43142.185,47743.022,1349.614,1685.114,9152.37,9459.712,115353.165,97546.09,123694.602,100918.606,10717.503,10408.1,70072.17,68740.661,29628.374,28914.278,90566.325,79278.984,15068.068,14828.804,104629.211,83938.243,278026.704,222523.441,14994.789,14132.381,60622.984,58594.68,3205.198,3099.19,239.117,143.608,382.305,344.462,1408.592,1301.313,1414.684,1311.388,5166.117,4819.49,1304978.135,1039249.505,1143700.843,20512.153,20429.091,43241.758,37596.434,4766.102,4517.844,18296.346,17438.112,3568.509,3427.09,1040.964,801.373,3762.66,3322.787,487.522,448.913,3199.307,2955.696,598.669,560.687,1749.223,1748.346,237.847,222.492,1753.562,1784.41,248.635,216.315,2320.08,2238.671,853.954,826.003,564.78,547.376,21357.684,19761.817,20944.194,20392.198,281.186,253.188,11101.523,10745.771,3545.557,3570.969,,,,
137  Ba  [ No Gas ] :  Concentration value = 140.04 is over the calibration range137  Ba  [ He ] :  Concentration value = 112.37 is over the calibration range138  Ba  [ He ] :  Concentration value = 110.62 is over the calibration range166  Er  [ He ] :  CPS RSD value = 6.15 is over the allowed maximum = 5.00205  Tl  [ He ] :  CPS RSD value = 5.50 is over the allowed maximum = 5.00,FALSE,345SMPL.d,15-05-2025 11:03,Sample,,MCS 843,4054.7508,2405,35577.872,39620.155,3256.787,3855.503,7070.427,7413.247,48314.194,47243.435,36780.214,35871.953,6861.169,6463.307,14295.065,14305.083,14157.904,13493.934,26808.03,20437.045,18703.331,19175.099,224130.865,177444.622,69085.41,51514.051,17846.043,16723.943,12126.171,11872.453,167.303,161.163,<0.000,<0.000,<0.000,<0.000,6638.886,6267.097,147.005,76.701,13754.877,12910.961,567843.197,455612.738,448535.005,36359.514,34466.707,87489.691,71405.637,8556.51,8199.502,32864.606,32502.042,6567.536,6246.329,1241.391,1138.213,6421.817,5657.024,808.756,719.573,4634.821,4218.675,752.172,713.667,2052.912,2002.176,246.606,224.8,1743.257,1684.374,202.526,176.51,442.873,407.019,1572.897,1513.259,1111.146,1036.778,36489.07,33512.238,35339.09,34287.726,1195.377,1092.962,20969.375,20903.987,7244.565,7283.674,,,,
7  Li  [ No Gas ] :  CPS RSD value = 7.23 is over the allowed maximum = 5.00121  Sb  [ No Gas ] :  CPS RSD value = 6.17 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 148.37 is over the calibration range137  Ba  [ He ] :  Concentration value = 119.02 is over the calibration range138  Ba  [ He ] :  Concentration value = 129.02 is over the calibration range138  Ba  [ He ] :  CPS RSD value = 10.00 is over the allowed maximum = 5.00,FALSE,346SMPL.d,15-05-2025 11:07,Sample,,MCS 844,3829.9128,2406,46624.615,47681.535,3656.517,3783.172,10218.798,10400.684,76394.907,67609.557,58485.732,48382.241,9187.367,9083.031,19996.811,19570.936,16404.011,16008.759,41816.035,36356.687,22111.954,22447.876,238935.849,194766.53,71053.179,53080.432,27601.707,26980.325,11136.177,10855.5,499.276,492.254,<0.000,<0.000,89.876,62.025,9111.941,8866.083,187.988,146.878,19409.8,19076.691,568259.379,455851.257,494124.559,48822.897,41334.505,102725.245,82522.159,10208.22,9591.762,39029.897,37975.484,7955.675,7685.185,1364.491,1281.843,8223.029,7433.052,1123.525,1030.041,6849.876,6313.782,1163.574,1083.329,3193.208,3241.897,409.44,381.768,2727.546,2699.2,349.841,319.337,401.9,407.243,1934.749,1825.289,1254.698,1266.717,38687.014,35822.528,36712.1,36251.59,1164.028,1196.807,27274.799,26179.687,6484.817,6982.157,,,,
"7  Li  [ No Gas ] :  CPS RSD value = 5.43 is over the allowed maximum = 5.009  Be  [ No Gas ] :  CPS RSD value = 7.90 is over the allowed maximum = 5.0045  Sc  [ No Gas ] :  CPS RSD value = 6.02 is over the allowed maximum = 5.0051  V  [ No Gas ] :  CPS RSD value = 6.01 is over the allowed maximum = 5.0052  Cr  [ No Gas ] :  CPS RSD value = 6.69 is over the allowed maximum = 5.0059  Co  [ No Gas ] :  CPS RSD value = 6.48 is over the allowed maximum = 5.0060  Ni  [ No Gas ] :  CPS RSD value = 7.73 is over the allowed maximum = 5.0063  Cu  [ No Gas ] :  CPS RSD value = 5.73 is over the allowed maximum = 5.0066  Zn  [ No Gas ] :  CPS RSD value = 5.31 is over the allowed maximum = 5.0071  Ga  [ No Gas ] :  CPS RSD value = 6.91 is over the allowed maximum = 5.0088  Sr  [ No Gas ] :  CPS RSD value = 8.08 is over the allowed maximum = 5.0090  Zr  [ No Gas ] :  CPS RSD value = 6.39 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 136.58 is over the calibration range137  Ba  [ He ] :  Concentration value = 108.26 is over the calibration range138  Ba  [ He ] :  Concentration value = 104.97 is over the calibration range139  La  [ No Gas ] :  CPS RSD value = 5.04 is over the allowed maximum = 5.00163  Dy  [ No Gas ] :  CPS RSD value = 5.47 is over the allowed maximum = 5.00165  Ho  [ No Gas ] :  CPS RSD value = 5.54 is over the allowed maximum = 5.00166  Er  [ No Gas ] :  CPS RSD value = 6.89 is over the allowed maximum = 5.00175  Lu  [ No Gas ] :  CPS RSD value = 7.22 is over the allowed maximum = 5.00205  Tl  [ No Gas ] :  CPS RSD value = 5.25 is over the allowed maximum = 5.00238  U  [ No Gas ] :  CPS RSD value = 5.43 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 38.22 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ No Gas ] :  ISTD Recovery Percent value = 121.94 is outside the allowed range [80.00, 120.00]",FALSE,347SMPL.d,15-05-2025 11:12,Sample,,MCS 845,3807.0069,2407,38094.753,42959.129,4576.196,4463.431,5634.769,6336.939,35687.869,37344.491,25572.238,24632.172,4563.933,4567.631,9371.636,9508.196,11386.021,10973.363,23194.904,19106.077,17080.119,19174.176,244855.276,201827.659,77004.438,59503.656,18929.078,19033.135,4855.044,4689.423,56.269,28.718,<0.000,<0.000,<0.000,<0.000,7255.833,7439.155,79.904,12.824,15446.459,15268.509,519948.48,412146.34,399635.464,57926.602,49921.926,125726.043,98221.793,11990.691,11982.437,44978.59,41941.567,8723.934,8965.139,1046.357,920.327,8152.655,7463.316,976.598,927.212,5210.002,4827.391,798.39,788.739,2019.196,1950.597,226.928,206.411,1561.41,1471.329,161.801,163.644,173.046,156.787,1425.641,1413.572,1239.508,1172.827,41393.971,36181.184,38263.159,38448.19,977.973,944.154,30145.033,30196.434,5731.917,5753.628,,,,
118  Sn  [ He ] :  CPS RSD value = 7.42 is over the allowed maximum = 5.00153  Eu  [ He ] :  CPS RSD value = 6.54 is over the allowed maximum = 5.00166  Er  [ He ] :  CPS RSD value = 5.78 is over the allowed maximum = 5.00172  Yb  [ He ] :  CPS RSD value = 6.38 is over the allowed maximum = 5.00,FALSE,348SMPL.d,15-05-2025 11:16,Sample,,MCS 846,3871.9813,2408,20785.36,23081.426,2265.891,2931.053,5201.925,5520.004,34511.325,34401.229,24773.414,24162.115,3929.116,3861.844,9724.102,9607.234,10146.608,9585.581,12224.172,9128.462,14002.023,15547.957,169544.703,131628.813,62070.786,47649.893,20866.656,20052.659,7339.383,7122.373,231.386,181.983,<0.000,<0.000,31.331,13.631,4962.38,4668.459,178.147,49.164,8269.484,8073.841,369256.619,341467.698,330000.44,50017.328,42618.636,110947.966,86852.004,10592.287,10206.12,41145.191,39940.074,8265.142,8015.006,1095.545,1062.401,8050.034,7221.64,986.166,883.414,5729.775,5331.042,906.346,875.889,2536.532,2475.192,309.962,290.838,2186.844,2147.53,260.383,238.947,258.967,242.533,1030.18,997.304,716.797,714.587,31607.347,27825.897,29308.254,29346.92,361.371,321.57,30030.239,29524.666,4371.957,4326.727,,,,
137  Ba  [ No Gas ] :  Concentration value = 147.32 is over the calibration range137  Ba  [ He ] :  Concentration value = 120.20 is over the calibration range138  Ba  [ He ] :  Concentration value = 112.97 is over the calibration range153  Eu  [ He ] :  CPS RSD value = 5.22 is over the allowed maximum = 5.00159  Tb  [ No Gas ] :  CPS RSD value = 5.22 is over the allowed maximum = 5.00163  Dy  [ He ] :  CPS RSD value = 7.36 is over the allowed maximum = 5.00169  Tm  [ He ] :  CPS RSD value = 5.85 is over the allowed maximum = 5.00172  Yb  [ He ] :  CPS RSD value = 5.59 is over the allowed maximum = 5.00175  Lu  [ No Gas ] :  CPS RSD value = 5.42 is over the allowed maximum = 5.00207  [Pb]  [ He ] :  CPS RSD value = 5.57 is over the allowed maximum = 5.00,FALSE,349SMPL.d,15-05-2025 11:20,Sample,,MCS 847,3963.4682,2409,41351.813,46368.262,3363.944,3878.508,9207.183,9508.148,72981.938,62100.49,44572.212,43140.497,8263.405,7919.038,17862.383,17565.9,15447.204,14749.228,38242.902,31320.965,20340.906,22086.941,243242.828,188470.893,62515.506,47840.21,29189.956,27175.039,12422.013,12154.077,315.501,294.375,<0.000,<0.000,<0.000,<0.000,8694.829,8199.364,173.672,101.677,17720.943,16909.706,583890.596,476401.047,447751.431,49035.609,42322.431,104785.787,81480.901,10139.758,9923.117,40395.989,37151.922,8027.651,7798.267,1352.088,1196.452,8144.695,7360.225,1127.399,1027.253,6891.456,6252.097,1152.069,1181.849,3336.462,3298.176,416.6,395.082,2842.818,2791.424,348.166,331.555,448.285,453.099,1799.169,1683.687,1262.061,1219.704,38272.946,33305.765,35651.449,35392.362,961.577,863.066,24699.34,24854.922,5354.276,5399.94,,,,
107  Ag  [ No Gas ] :  CPS RSD value = 9.31 is over the allowed maximum = 5.00139  La  [ He ] :  CPS RSD value = 9.01 is over the allowed maximum = 5.00205  Tl  [ He ] :  CPS RSD value = 9.94 is over the allowed maximum = 5.00209  Bi  [ He ] :  CPS RSD value = 10.76 is over the allowed maximum = 5.00,FALSE,350_QC1.d,15-05-2025 11:24,QC1,,QC MES 50 ppb,1,4102,50.807,45.927,46.993,46.962,47.237,40.119,51.265,44.189,50.771,42,51.449,42.092,41.585,42.016,50.252,42.319,41.463,38.445,53.22,42.806,54.848,44.281,52.342,39.359,54.626,45.857,53.682,44.453,47.628,46.46,57.844,47.394,49.442,47.739,58.665,47.567,58.028,47.82,58.055,48.21,53.068,51.359,48.709,58.717,52.593,58.418,52.891,59.685,57.509,50.042,48.574,51.77,51.025,59.71,50.097,55.646,53.236,61.117,58.249,63.695,52.129,62.078,58.838,61.516,53.483,62.44,59.98,53.342,54.245,62.235,51.063,64.631,53.707,63.08,59.912,65.287,61.079,56.792,57.294,67.059,55.666,65.901,60.203,67.906,67.11,65.795,68.071,,,,
51  V  [ No Gas ] :  CPS RSD value = 9.29 is over the allowed maximum = 5.0095  Mo  [ No Gas ] :  CPS RSD value = 7.54 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 100.32 is over the calibration range139  La  [ No Gas ] :  CPS RSD value = 8.15 is over the allowed maximum = 5.00175  Lu  [ No Gas ] :  CPS RSD value = 6.37 is over the allowed maximum = 5.00181  Ta  [ He ] :  CPS RSD value = 6.75 is over the allowed maximum = 5.00238  U  [ He ] :  CPS RSD value = 5.22 is over the allowed maximum = 5.00,FALSE,351SMPL.d,15-05-2025 11:28,Sample,,MCS 848,3840.4048,2410,17651.243,20052.92,1643.074,2056.251,6478.684,6671.659,48804.206,46473.305,40386.042,39572.294,5776.665,5462.726,14349.627,14953.665,13630.527,13433.881,21591.267,17601.259,13563.314,14669.131,114552.039,89949.053,68976.909,51598.181,16369.801,16103.642,17039.211,16733.089,638.216,669.664,87.521,55.674,149.17,140.613,3387.082,3350.017,246.873,183.108,6248.579,6063.972,385254.24,362760.21,356637.844,44474.235,38823.729,96921.673,77946.009,9040.976,8789.627,34822.385,33586.586,6522.322,6424.444,1161.716,1109.294,6215.601,5510.222,759.638,665.674,4190.618,4181.607,706.814,676.98,1987.687,2004.059,248.394,224.24,1790.125,1762.915,217.655,210.751,651.078,621.887,1250.24,1249.393,550.828,511.567,24139.231,22837.276,23918.604,23091.783,322.725,289.719,20357.537,20244.65,3496.392,3454.061,,,,
137  Ba  [ No Gas ] :  Concentration value = 128.50 is over the calibration range137  Ba  [ He ] :  Concentration value = 104.85 is over the calibration range163  Dy  [ He ] :  CPS RSD value = 5.72 is over the allowed maximum = 5.00,FALSE,352SMPL.d,15-05-2025 11:32,Sample,,MCS 849,3864.0099,2411,43601.885,49708.38,3128.985,3210.383,6683.204,7183.966,43710.591,45306.253,30942.944,29783.993,5493.348,5440.417,11418.205,11553.95,12928.216,12579.226,24980.636,19702.787,18683.355,19798.596,259289.992,207884.552,80082.367,60194.205,26098.458,25764.676,7980.135,7833.319,310.637,368.829,10.275,<0.000,<0.000,<0.000,7682.093,7179.451,74.683,<0.000,17363.762,16026.102,496525.331,405140.709,379134.582,54344.652,46053.504,117235.729,94100.826,11710.423,10899.807,43909.95,41477.538,9254.378,8790.472,1178.338,1061.962,9323.522,8112.362,1251.56,1135.459,7144.634,6431.998,1144.701,1087.143,3007.412,2824.845,368.58,333.045,2449.934,2345.731,296.645,277.014,296.032,298.31,1806.515,1688.961,1235.488,1180.746,39142.619,35980.177,37155.504,36563.353,1802.231,1703.936,35480.554,34237.244,8833.557,9400.566,,,,
159  Tb  [ He ] :  CPS RSD value = 5.66 is over the allowed maximum = 5.00232  Th  [ He ] :  CPS RSD value = 6.47 is over the allowed maximum = 5.00,FALSE,353SMPL.d,15-05-2025 11:36,Sample,,MCS 850,4043.1906,2412,22208.706,24328.581,2563.728,2985.97,5971.7,6236.94,39470.245,39324.223,27520.313,26850.8,5108.965,4829.639,10186.796,10574.043,8325.612,7992.732,19723.592,16702.789,16300.17,20692.201,176569.667,142061.028,75752.197,58270.481,31816.219,31220.129,8165.796,7974.536,441.082,422.298,<0.000,<0.000,<0.000,<0.000,5572.31,5439.638,154.875,63.909,8112.009,7785.129,363297.613,351074.319,342353.895,112402.003,91977.564,226075.538,210369.927,22545.192,21365.474,80446.402,77495,15386.034,14661.761,1509.958,1373.701,14073.04,12136.855,1687.2,1493.099,9288.891,8654.627,1428.769,1388.434,3786.534,3631.244,469.944,416.12,2961.676,2954.246,366.043,321.642,306.716,303.913,1275.991,1222.276,749.968,696.236,33688.047,30338.131,32280.146,31495.309,430.713,411.406,50234.394,49548.869,6589.961,6689.706,,,,
133  Cs  [ He ] :  CPS RSD value = 5.16 is over the allowed maximum = 5.00140  Ce  [ No Gas ] :  Concentration value = 164.88 is over the calibration range140  Ce  [ He ] :  Concentration value = 147.39 is over the calibration range166  Er  [ He ] :  CPS RSD value = 6.41 is over the allowed maximum = 5.00169  Tm  [ No Gas ] :  CPS RSD value = 5.73 is over the allowed maximum = 5.00,FALSE,354SMPL.d,15-05-2025 11:40,Sample,,MCS 851,4019.7399,2501,20689.47,20628.976,2373.623,2708.894,6485.256,6684.313,42972.362,42976.961,35564.539,33540.149,4499.154,4222.917,11590.115,11055.585,9048.224,8598.449,20541.019,15640.119,17336.662,31286.766,160464.292,126736.459,68901.497,50541.365,44479.378,36510.603,12064.698,11558.203,226.232,284.56,<0.000,<0.000,27.973,14.151,4888.241,4761.655,107.238,16.669,8286.924,8137.506,393433.017,371955.687,353714.401,303631.643,309111.359,662766.774,592460.361,69297.052,57641.614,204777.266,198664.131,29260.597,29474.657,1912.278,1739.102,24808.508,20094.084,2508.215,2214.026,11294.201,10619.626,1608.207,1577.451,4555.498,4110.521,473.64,445.23,3283.86,3042.527,397.928,347.804,466.292,429.945,966.844,905.498,767.937,711.796,34542.654,30610.364,34082.561,33268.276,466.276,415.793,142879.772,119035.475,7493.874,7673.217,,,,
118  Sn  [ He ] :  CPS RSD value = 6.12 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 106.04 is over the calibration range137  Ba  [ No Gas ] :  CPS RSD value = 10.52 is over the allowed maximum = 5.00153  Eu  [ He ] :  CPS RSD value = 6.84 is over the allowed maximum = 5.00159  Tb  [ He ] :  CPS RSD value = 8.11 is over the allowed maximum = 5.00172  Yb  [ He ] :  CPS RSD value = 5.82 is over the allowed maximum = 5.00209  Bi  [ No Gas ] :  CPS RSD value = 6.64 is over the allowed maximum = 5.00,FALSE,355SMPL.d,15-05-2025 11:44,Sample,,MCS 852,3364.5994,2502,17598.748,18209.415,2115.653,1987.885,4446.028,4569.016,29634.267,29622.769,24320.157,23651.126,3605.487,3553.356,8624.023,8510.925,8845.949,8613.867,25946.909,21741.004,12740.447,14902.406,148174.284,116067.228,62481.509,47068.164,18120.73,17082.92,7715.178,7683.271,214.365,192.303,<0.000,<0.000,<0.000,<0.000,3659.651,3540.981,129.118,67.134,6502.409,6136.25,356774.431,323640.913,311265.476,55232.446,45825.545,108854.341,89362.918,10881.929,9994.738,39098.576,38534.499,7274.957,6937.506,1118.134,1043.048,6828.56,5806.932,841.848,756.533,4622.363,4328.695,772.991,736.516,2113.08,2088.678,267.812,241.957,1836.517,1760.159,225.858,198.897,278.038,269.766,763.992,747.274,625.131,613.864,28578.08,26230.604,27506.716,27113.032,308.408,288.028,27320.272,26772.009,3691.054,3857.404,,,,
121  Sb  [ No Gas ] :  CPS RSD value = 5.21 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 148.09 is over the calibration range137  Ba  [ He ] :  Concentration value = 117.87 is over the calibration range138  Ba  [ He ] :  Concentration value = 119.65 is over the calibration range138  Ba  [ He ] :  CPS RSD value = 6.37 is over the allowed maximum = 5.00139  La  [ No Gas ] :  CPS RSD value = 9.04 is over the allowed maximum = 5.00153  Eu  [ He ] :  CPS RSD value = 5.59 is over the allowed maximum = 5.00205  Tl  [ No Gas ] :  CPS RSD value = 5.55 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 7.60 is over the allowed maximum = 5.00,FALSE,356SMPL.d,15-05-2025 11:48,Sample,,MCS 853,3894.8169,2503,23527.334,25530.719,1988.386,2373.024,10720.562,11026.117,73223.504,64832.633,63283.683,53470.516,7089.016,6988.242,18058.921,18216.646,20998.421,20299.464,59139.389,52071.743,18918.413,19669.563,139933.199,114437.404,78954.231,59708.609,29337.25,29203.551,14158.393,13652.128,758.144,832.852,2.158,<0.000,<0.000,<0.000,4595.414,4464.436,266.066,167.535,9244.837,8989.688,576783.656,459066.73,466007.589,45050.822,41223.885,102518.222,79222.683,9959.492,9608.441,37021.176,35076.441,7390.607,7120.159,1645.307,1535.688,7525.773,6721.269,1087.991,969.372,7298.956,6668.872,1342.774,1324.821,4138.28,3964.727,582.647,539.44,3986.193,3897.393,529.715,495.416,471.431,453.792,1382.584,1324.375,615.744,606.828,38873.838,38736.342,38484.292,37568.491,449.973,407.318,19063.308,18735.432,3417.623,3544.289,,,,
